,Source,userid,Join
36,105755,335ca58ddb3c8e49f4a22fd708bc0fa1,2017-09-18 08:14:49
37,105374,51f025dc26ebaa1ae1d49419309a91b1,2017-09-18 08:14:22
38,102701,3a52b66c510b2a7f8be49f021a613688,2017-09-18 08:13:03
39,102701,1d3685ebe10e04bd3311048b38ac3912,2017-09-18 08:10:51
40,104474,5256609209ecd4a2a7bad8a8f73fe7ac,2017-09-18 08:07:06
41,104474,b58245162f14713c57d16c7b98d30e6d,2017-09-18 08:04:18
42,104474,e36b2bda1101874ae2f97d31ea537750,2017-09-18 08:03:36
43,105952,de1112a509499aaa77f056693a95da28,2017-09-18 07:58:45
44,104474,27022c07d71f531f1fcc90cea2375a72,2017-09-18 07:56:21
45,105656,95a679aef79873eecfdf6b40ae3b1006,2017-09-18 07:55:12
46,102701,4ecafdb151c07470412adc1195e78770,2017-09-18 07:53:59
47,106090,78d3b3ee368bbebd19aecedd02c2eaea,2017-09-18 07:47:54
48,104474,03d356e4bab7c3062b035af04cd64614,2017-09-18 07:46:34
49,105656,c9b78b4689436bcde068d3c889ed4929,2017-09-18 07:40:32
50,102701,61856cd4a514c5f6e0c7feaa265d3a52,2017-09-18 07:37:05
51,104474,5ab31768cbec6be6c4b9c5efc56ef6ff,2017-09-18 07:36:33
52,105614,c3b3f6cec58778e90152aa80dcafbbad,2017-09-18 07:35:23
53,104474,7ec91d9a92b5dbdf090213b3b44c6e97,2017-09-18 07:34:53
54,105755,2bf3987f7d06d55c4fe888cc56bbdb42,2017-09-18 07:33:36
55,105638,c7e4efc100082330208a92b7587a9975,2017-09-18 07:29:52
56,104474,9b9621fa863d364e8ea04760c4ac59fa,2017-09-18 07:27:00
57,104474,7a2bb2693842c129ac400261b1a513e0,2017-09-18 07:16:26
58,102701,601a53a5ea4517b5ed4dc0b6d4f2c949,2017-09-18 07:16:24
59,102701,bc35f25d47ef8b89c7fc4cf892839a5c,2017-09-18 07:10:29
60,105614,d2cdddbe2ff9a26c65e42266025fb3a0,2017-09-18 07:08:59
61,104474,ace4694ac507b0d63beefbce3bdd78c4,2017-09-18 07:06:25
62,104474,7b8271e6fd8e794c71f2bafe97ee132d,2017-09-18 07:03:06
63,104474,60f8ce8418a418033f1d21fe9f655a74,2017-09-18 07:02:28
64,106101,7b9673bfa48c629bafa09ae76f34a6d2,2017-09-18 06:59:13
65,104474,ed0aa6459ddd4b54f676a1351719e8ce,2017-09-18 06:56:32
66,102701,3f8bc1e02a6acec9fe7c8692b4da8ced,2017-09-18 06:49:22
67,104474,02dcafdfaa3af696eec30b68ccf20afa,2017-09-18 06:46:22
68,102701,1fc6dff5ad6f757e251a7bc9f1adfc65,2017-09-18 06:44:29
69,104474,3425fe840ed077cfac9b2694af9b3532,2017-09-18 06:36:56
70,102701,9b0d8ad354f134765b8caf716db23a4b,2017-09-18 06:31:50
71,104474,edb0c78d2d133783b3e919ff39975e3e,2017-09-18 06:26:11
72,102701,fb4773cdcee2429476ccc720e1f2a323,2017-09-18 06:20:02
73,104474,bf75f9edf836436d7ab57b1eeddd04b2,2017-09-18 06:16:05
74,105755,f44c905bd061a69e3aee9d4678599be6,2017-09-18 06:10:11
75,104474,5bd618e13f3d0cbc554b893f04b47c68,2017-09-18 06:06:50
76,105452,c831e8765693f2ec8a24b221c08bf302,2017-09-18 06:04:41
77,102701,8502f36b8bb7816732b25db4dba3ac7a,2017-09-18 06:03:47
78,104474,cc53028953963a927470e41b1ae08d2b,2017-09-18 06:02:54
79,104474,888f3408dc2e14086d5fffe0999c99c5,2017-09-18 06:02:26
80,106162,71415e59241ef63935d725d2c7bba22d,2017-09-18 05:59:13
81,102701,4bf173a7e815104b0c4a36e3a065dae1,2017-09-18 05:58:48
82,105614,d57ac19d44d127bc83de12ff8e6cb16d,2017-09-18 05:57:44
83,104474,6efbdfc652b54d56d06a7006051c80fa,2017-09-18 05:56:28
84,105440,5a5e927d4fe431eecb4390a78eca3fb4,2017-09-18 05:47:24
85,104474,efd218bcb0d13769c269d81bcff1e0ba,2017-09-18 05:46:25
86,105374,0404af1dd7a5d95a58e99bd088306a04,2017-09-18 05:42:12
87,105078,ddeb59566d9037a8fa39fefbb4e15a5a,2017-09-18 05:38:54
88,104474,84d489dd4f535fdf231944abb4063761,2017-09-18 05:37:33
89,102701,c51ad2f4d3463425786cc2b2a6880e1b,2017-09-18 05:34:43
90,104560,41bf701a8f5a855247639e30b06e8bce,2017-09-18 05:27:24
91,104474,9a889bee2aff10ac58c0398eae2ad992,2017-09-18 05:26:24
92,105949,b05f32d3b2c4587dff1f762e7d84ddad,2017-09-18 05:21:10
93,104474,2daf3ae12f8f082356af31f8917e06f9,2017-09-18 05:16:08
94,104474,c5e97676e1e462f07be11f6f95ec7139,2017-09-18 05:06:14
95,104474,f827f5516d6ed57e963ccd3bfd27b7db,2017-09-18 05:03:20
96,104474,bc7fefa601c04dbc2185d848cf6d963f,2017-09-18 05:02:37
97,102701,2b71c491e340e8ce38a68f0bd757eba8,2017-09-18 05:02:28
98,104474,6b1128818996a103d8884f95fa9333d9,2017-09-18 04:56:14
99,105638,404655d6ce164d5c02c2152c9443a629,2017-09-18 04:53:57
100,104560,f7114c9d50e5af557c438eb6593d3409,2017-09-18 04:52:29
101,103708,2be161a98ced21bb8248a7d916c1a67d,2017-09-18 04:50:53
102,105755,6ed96dab7ffd6d53402b936277c85951,2017-09-18 04:49:18
103,104474,3dbfd2e831354e153f782168cf47f668,2017-09-18 04:46:38
104,102701,ce192134fed9414f1bc0bda82ebdb056,2017-09-18 04:42:00
105,102701,e299d5db12cc39d1deecedc3ebfda6a4,2017-09-18 04:36:08
106,104474,732a28af3deb81e9d84ff455032bb86d,2017-09-18 04:35:59
107,103476,7e86d7c42f5d00094caff24cbc9e81a8,2017-09-18 04:27:32
108,104474,2a9192ba972c16ac9269e8e034a79beb,2017-09-18 04:26:18
109,102701,f55dc958ebebbb8d30c3025ede088f96,2017-09-18 04:23:06
110,104474,469c104c925099339bf61e5afc500c01,2017-09-18 04:16:07
111,102701,83c1e48bdbe976b76f21b2d65009fced,2017-09-18 04:13:11
112,105755,e8c4ce9ea4fca0a4bc8e97ab75cd7ffa,2017-09-18 04:09:09
113,104474,26d1c20f1f2c89219aa8385074e273d0,2017-09-18 04:06:04
114,105725,e2ac939283a8ccc4a07bffc9504a1fdc,2017-09-18 04:05:57
115,102875,2c90162757a200816943433eff9d981a,2017-09-18 04:04:15
116,104474,5e07f2d601f8f50f62dcbcad1a2abc82,2017-09-18 04:02:53
117,104474,fc1af2adb3cb6ec4c450f75afe0a00ac,2017-09-18 04:02:30
118,104474,88ecf19b2ec6dd2de4fe0663fbaedbf1,2017-09-18 03:56:21
119,105813,777cd90582d5b9c698b55a173a306f93,2017-09-18 03:47:15
120,104474,80c3d2ead8a90c7eefc80ab46b8b0b6e,2017-09-18 03:46:18
121,102701,b3ee02bc271db99a4c30ddc43c46e9ea,2017-09-18 03:42:39
122,105816,8a83e7f37156263e1a099a2023fef560,2017-09-18 03:38:09
123,104474,f8e039a4f6919295ceb43333257d620b,2017-09-18 03:36:07
124,106090,eabf333d61e251be44076cb7e814fc18,2017-09-18 03:33:49
125,102701,71259887d80485aa014b954618973c2d,2017-09-18 03:31:02
126,104474,dce8bc465e60354b637cc1ecd8f18d0e,2017-09-18 03:26:06
127,106090,ac92573bb0877241ed12415ad8e48d32,2017-09-18 03:25:47
128,105952,03080a08787b3e44b430ebea5020fc4d,2017-09-18 03:24:32
129,102701,1184481e9ef4b3b357258717fc5f05a6,2017-09-18 03:22:17
130,104560,4eed22691745b0e524bd6b26f31b9476,2017-09-18 03:16:37
131,104474,210208e182c704a706cc5803438db529,2017-09-18 03:16:08
132,105774,73eac1d011c4252b110fa67c2f088930,2017-09-18 03:12:20
133,105987,e24b214f608644c422aff16609e5c2bd,2017-09-18 03:11:54
134,104474,01abbfbea0cb72d7b1680d5b4d007852,2017-09-18 03:06:13
135,104474,3b8731c7307c466721167bbb349ae93d,2017-09-18 03:03:03
136,104474,df2687fab8b28269e4397bbd8f95e051,2017-09-18 03:02:27
137,104474,3a0880d5d34961be256d6e8320fe89a7,2017-09-18 02:56:00
138,104560,4e0c921ff9126384c8128d6c1bddd9ec,2017-09-18 02:52:52
139,105725,5e3ac2147104f17e74f4d7c323fdb8c7,2017-09-18 02:49:45
140,103708,64427feef43634059af4eea04e34e1ac,2017-09-18 02:49:05
141,102701,f4e89b4aad1a42ca69caff7c69a53568,2017-09-18 02:47:44
142,104474,f81dd57b9af248582a571bbdbd6b1e78,2017-09-18 02:46:20
143,105689,6760f23078d033fe8e6bb4360a02e6e1,2017-09-18 02:44:02
144,106030,3fc04a2b9965cf0c4ae164f50ff78c2a,2017-09-18 02:40:23
145,104560,7fbcaa58e2f2f75f771fedbfdfd4ac9a,2017-09-18 02:38:33
146,104474,9864bb5d1294243a397109a5822a0980,2017-09-18 02:36:15
147,102701,5150bb88ab3acc39904b7b26db976044,2017-09-18 02:34:52
148,104474,083cce7fec495dd52bafcd0c8f10d054,2017-09-18 02:26:15
149,102701,61d8350a3851ae8f13d499e1bbb40a5f,2017-09-18 02:23:34
150,102701,f1c0759b991c030497a11e95bc8f248c,2017-09-18 02:18:11
151,104474,6e631cf1e511df9793d631cf37938bcb,2017-09-18 02:16:12
152,105774,bd8101873257994141acaab8c0e3e6fd,2017-09-18 02:15:45
153,105400,f3595635445ef0f42b8c060c49462241,2017-09-18 02:11:47
154,102701,0a00691ce58f824a7c23ec632c0871a4,2017-09-18 02:10:28
155,105439,33b5479934b08661df0bb47f987d1403,2017-09-18 02:08:56
156,104560,f4e3e17b0a269747927e8c4584f967dc,2017-09-18 02:08:43
157,105796,fca064e87191471a70787ea895d4f48e,2017-09-18 02:06:46
158,104474,510783b23440d81de9e48dfe5935c82d,2017-09-18 02:06:28
159,102701,e4ac14321cd9fb0abf0cfe1b7a3ca187,2017-09-18 02:05:04
160,104474,012a98ead8f8f4ae1098716abdf125e8,2017-09-18 02:03:22
161,104474,d320fb5f95144825fda8f2eb9b824dbc,2017-09-18 02:02:41
162,104474,83b1bf851f54df4ac0b6c41140e2654f,2017-09-18 01:56:30
163,102701,a55259339be12b419bc9ca3779253403,2017-09-18 01:50:18
164,104474,1e9051914935b1a8c611dbedcd3f2231,2017-09-18 01:46:28
165,104474,37b3e36deb387dff3c76e410ab64fc72,2017-09-18 01:46:05
166,103683,d455712bbf84c58fdfae83212f0bb51c,2017-09-18 01:44:54
167,104474,0e7d75a2230bdc1264538b1c5e86620e,2017-09-18 01:36:19
168,105952,373b8f36885a2edb40fd2a2dddd26012,2017-09-18 01:28:12
169,104474,dbf7d498d0f73cfcefc939798c6958fc,2017-09-18 01:26:31
170,102701,68593842f15807ad0fa6e8629d9b9725,2017-09-18 01:24:26
171,105565,dce4f404c907d4bde4b0ff4655587109,2017-09-18 01:23:06
172,106089,236ffec3d341f556ac7cbc114338c792,2017-09-18 01:20:15
173,104474,f2203ad2358de5623484e55e050cd2a4,2017-09-18 01:16:01
174,102701,8a06043a77b9dd1f00dc2bd3bd45a217,2017-09-18 01:12:12
175,105505,f8bc960d0e2619daa4212f5ce44632ec,2017-09-18 01:12:07
176,102875,f2d358b9eceedacd5f8701392fb0e85b,2017-09-18 01:11:14
177,106090,7aa69a83e698e89a60b6a88c95280b98,2017-09-18 01:09:40
178,105094,8054e89617852387a64cadeaf36c15fe,2017-09-18 01:07:18
179,104474,d8f66154ab2495a48f85c21f958df2e0,2017-09-18 01:06:01
180,105796,004222c7ef73ae2871f4af031a3a8a6d,2017-09-18 01:04:44
181,104474,df976cfccf23a6b30ed1053390291ceb,2017-09-18 01:02:56
182,104474,e5aece8d65e5472b6e9e19b6fea9d095,2017-09-18 01:02:33
183,102701,31cef754cb59a2b018d3e4d77a03988b,2017-09-18 01:00:48
184,102701,90bf49f81c55d8a0f92d01322e1e2f0f,2017-09-18 00:59:50
185,106101,71a40bff2d9fa13bb1a3686fbf9b2799,2017-09-18 00:58:38
186,104474,cfb98f867c79206ef83aa062e6d6e307,2017-09-18 00:56:49
187,102701,b12b62b3d54dabe6d4d96379b5663074,2017-09-18 00:56:37
188,104560,08a936ff0ac6fa49730998db7029800b,2017-09-18 00:53:41
189,104474,2f0e3346ffd74d5e0f67ca398395ca03,2017-09-18 00:46:14
190,105440,2d8e822be71607d648b9a71f8b2ca92b,2017-09-18 00:40:27
191,104560,42cdc6fa64792e70beeb850842d6be2a,2017-09-18 00:38:44
192,105638,ff58d1b6e55d49cd5fb92881dcbe2fed,2017-09-18 00:36:11
193,104474,e4a61a71884279f65158433631779b74,2017-09-18 00:36:03
194,102701,ea222ee5991e7a63494d36abe05d7ab2,2017-09-18 00:34:22
195,105078,ad3ed004850e61c3761fc21f97ed36ac,2017-09-18 00:32:56
196,105085,6ba130dc320d7004b48375310937f17e,2017-09-18 00:32:55
197,105952,9a1e6433bcc04efe0b16dbdf4970d911,2017-09-18 00:31:52
198,104474,bc497391cbf0c7cd3f1add1fc803d4e4,2017-09-18 00:27:02
199,105755,ac3ed7163b100f5e0f2e97086680c6e6,2017-09-18 00:26:28
200,104560,a324b38bcf8938cb313f10aa9bc16ac4,2017-09-18 00:22:33
201,105766,775f645f1660a1058036fa9fa2bcef46,2017-09-18 00:21:41
202,105439,80b9a1a8464b8f70b43cc274dd01499b,2017-09-18 00:20:32
203,105135,c7baddb93f783456b5c1e7fbfc49abea,2017-09-18 00:19:41
204,105755,b89313d4664a56f4e905191ec1df7379,2017-09-18 00:17:42
205,104474,3251a29b45a66265f907ce2cf9e2faeb,2017-09-18 00:16:17
206,102701,dc148b15c74c868697bc05bbb224c12b,2017-09-18 00:16:04
207,104560,b679ebe92a9cd7394eeeffa5d69f3cde,2017-09-18 00:08:50
208,104474,44f42e993b12c2e1c76b1780fcb544e3,2017-09-18 00:05:59
209,105078,b5bf5817eea9afe3dd8f1b851810cc83,2017-09-18 00:05:27
210,105551,c964ead010a51ac3f6255a310b207540,2017-09-18 00:04:49
211,104474,ad927d7e8bc51232af9fc9f993415f60,2017-09-18 00:02:57
212,104474,ba9f9a0428b780c22b24cc3b20f7048f,2017-09-18 00:02:24
213,102701,47f6831edfe1403193b1886f1ae7d2bc,2017-09-18 00:01:19
214,105125,b9821f28eded669f7fa90b4e2b210a80,2017-09-17 23:56:54
215,104474,ae13b6078c4bc05ed24bd3cde4b37c1c,2017-09-17 23:56:34
216,105400,d9795c387d2394244a436529aa769dce,2017-09-17 23:48:47
217,104474,6ce62ef715289cd6799c684ef6418bc4,2017-09-17 23:46:18
218,105337,ed89d7553df3b5ecc51a9f4d6abe12f4,2017-09-17 23:45:14
219,102701,cb2b87bb94b5c4ac35042dc9eebf6583,2017-09-17 23:45:05
220,104560,f81532a35da65897019290992e5c47eb,2017-09-17 23:43:44
221,105952,a12194b47f0e7adbbf40f88b19550631,2017-09-17 23:39:20
222,104474,1a63a36ef95d4135e178aae78e357ff2,2017-09-17 23:36:36
223,106090,f8b24544f2eedafdbd7175dbf5043e08,2017-09-17 23:33:21
224,105216,25eaa749469a6e5a13adb8917cda9c2e,2017-09-17 23:27:14
225,104474,eb07a8eb94c1364e7ac38d8fb1e83512,2017-09-17 23:26:43
226,105614,8d5bd1211f6529fe1897ca36f6466882,2017-09-17 23:25:14
227,104560,464d259596a7fa86cccfe22fab72823c,2017-09-17 23:17:58
228,102701,732a32b8733976974867d51cd1654630,2017-09-17 23:16:53
229,104474,8d3b7c9435ab40a1b454aa674509cddc,2017-09-17 23:16:07
230,103476,4515f2687c59335dd8b9ce5e500783bc,2017-09-17 23:15:01
231,105952,7547678706fdd837d382b4000cf9f70f,2017-09-17 23:09:19
232,104474,9470fbeb4a3ec6c834023412b0566063,2017-09-17 23:06:22
233,104474,095c2cf1a6f40cab755dda7a6db0bd62,2017-09-17 23:03:09
234,104474,75d6f65d1456d2dc0a01a36c578bf4e4,2017-09-17 23:02:31
235,105290,9243eec500fb41cbd627a91a8ad4a303,2017-09-17 22:58:22
236,105439,0cc8d5e785ce1dd94c5dd28a8260be2e,2017-09-17 22:57:20
237,104474,2cbe4a359d51eec447918c128168366b,2017-09-17 22:56:25
238,103708,5d282cc0b200e62e25defecfed2f32e0,2017-09-17 22:54:08
239,105755,fe8b49873e2a278c16b17a9fe03eb581,2017-09-17 22:53:32
240,105638,37935f37d6fcebedc54bca50791ea75e,2017-09-17 22:53:17
241,103023,5199d033137aecab815a8abd11eb0ae3,2017-09-17 22:51:17
242,106090,32aff05904d40b638f7eea71b3d874d4,2017-09-17 22:48:03
243,104474,0f60545ea32e7af3732155e2b83122ac,2017-09-17 22:46:05
244,104560,ae7561174b67849fe3d4f1c3c8176dc3,2017-09-17 22:45:29
245,105551,6c49b9adf08cceb1a0f35f54df3a9a00,2017-09-17 22:40:59
246,104560,12cc9e2cf4e3274ee4c27880af5e7c06,2017-09-17 22:38:53
247,104560,d1b77e074748f6de961ea6628812a057,2017-09-17 22:38:52
248,104474,684fbbff67723afc783a508615e13f6b,2017-09-17 22:36:17
249,105656,8441c7314da415f3a1208e67370b785a,2017-09-17 22:34:30
250,104474,d373059469ce5c754639defd3b0e7658,2017-09-17 22:26:20
251,105755,e7f7468e369f65f8968144518009cef9,2017-09-17 22:26:17
252,104560,9db19ffe544eb3ea3039b66f76acefe7,2017-09-17 22:21:29
253,106090,58403cadba82c672cbcea1a6b9abe3bc,2017-09-17 22:19:22
254,103708,f6f780973036bd611554c5000b1e2912,2017-09-17 22:18:55
255,104474,d5ea01658ee409142b1352738aae07da,2017-09-17 22:16:29
256,102875,6d0d838d9e69431b2ae37a2f474cc14e,2017-09-17 22:14:32
257,105037,5302c93450534cdbf7b93d1f5d012b16,2017-09-17 22:13:16
258,102866,8ef28614fbeeec52cd591c8dcdf0a0c9,2017-09-17 22:10:03
259,102701,1ccf7759281903cf390578b15d817343,2017-09-17 22:09:36
260,104474,84af6fc6feb7b1fa7acec34375ea376a,2017-09-17 22:06:03
261,102701,5c3ba37ebdf8108abe024d4d55455b8c,2017-09-17 22:04:50
262,104474,eee3aeef9d07fafba0d9ad14afce9d1e,2017-09-17 22:03:18
263,104474,e1e2f758adc9fe2cf5d06a312a4c0c33,2017-09-17 22:02:30
264,102701,244016c27764412fd660d4433693451b,2017-09-17 22:01:41
265,105952,09350bd07de9141b43f7fd3fb5f43c30,2017-09-17 21:56:37
266,104474,7c1cb290026580bd2e3764f0ce5d9b37,2017-09-17 21:56:25
267,104560,cedfb2f788784934c0883a14be14dff0,2017-09-17 21:56:20
268,105656,4e8b969853844a3d52f8ca8efe2fbd3a,2017-09-17 21:52:43
269,102701,4548a31dfd76ea6c6961b16c0d880808,2017-09-17 21:49:51
270,103708,4f3ac1d8e9a547f3690ce1489247d1b7,2017-09-17 21:49:51
271,104474,b106734a9cf3093d0f30f9d7770b0959,2017-09-17 21:46:23
272,106090,f7accbcd3b5fcf09adeb81a6a4e2d94c,2017-09-17 21:36:33
273,104474,21e042306669799879a08937052b03ed,2017-09-17 21:36:11
274,105952,501d3ceeea7f5440b57f6eb798ad2550,2017-09-17 21:35:54
275,105656,5a8af99ccbf14b0cee92d8b75d4023e9,2017-09-17 21:35:30
276,105337,74231ea6967ddd31533c5a6c8b248878,2017-09-17 21:32:06
277,105374,555e55f95e735cdbe4f983d5f6fc8f03,2017-09-17 21:30:55
278,105952,506c2f875b9fa9d09b38921726c4b68f,2017-09-17 21:30:50
279,106139,a77070a67fc481257cec5584883bd5f0,2017-09-17 21:27:44
280,104474,c06470848d6d562b592e340c3a82de4b,2017-09-17 21:26:37
281,105755,52483c0f0ffa770f349542b89e362a7b,2017-09-17 21:22:42
282,102701,7257cb37d678a5115bbc07e4131d1eba,2017-09-17 21:20:09
283,102701,923c75a389497b558a983a835b3cd5bf,2017-09-17 21:19:16
284,102701,646cab0dd855250be927684904839f45,2017-09-17 21:18:32
285,105125,235a4a5c86416374191416065bb5db31,2017-09-17 21:16:24
286,104474,7dcd97d624633be768dc252cfa76e39d,2017-09-17 21:16:10
287,102701,bc0b44fe4359b29087f9943f4dfb0955,2017-09-17 21:14:40
288,104474,2d7c7f7e275bc6a60a3fa16a969696ea,2017-09-17 21:11:04
289,105755,56744af01fd1126f98096e69f620039e,2017-09-17 21:11:01
290,105755,b21b3d8553c8402d836fdb88e2552ad1,2017-09-17 21:09:55
291,102701,cd68d615bdf1d280c2b02939a965a9c7,2017-09-17 21:08:56
292,105755,a0d9d89f169582669fb7b5b0867760f2,2017-09-17 21:08:20
293,104474,261ed9628ff63eaa7cecd5fc5c600345,2017-09-17 21:06:23
294,104474,7f36763e74c924f319aeb7920bcce592,2017-09-17 21:05:54
295,104474,ac90eb6d80d2248c07148bf008eb5fd1,2017-09-17 21:03:09
296,104474,3b439a39368bc30a122cb944ab7cd05f,2017-09-17 21:02:31
297,102701,54df6bb3bd4406b52fcd60a2347b2e09,2017-09-17 20:58:26
298,104474,c4f6803ea5e33e107d4692408b408864,2017-09-17 20:56:23
299,105755,47a014c6bfd09a71e379b070c1866568,2017-09-17 20:53:51
300,102701,3292fbe0aa7d7dd46513a0aa683d15b3,2017-09-17 20:53:12
301,105952,1b7bcc06dcd76faedfde7f4dbad96f36,2017-09-17 20:48:35
302,102701,974d23bc53e4063f96131b0b3510d0b0,2017-09-17 20:47:59
303,104474,1b58d6759d3a77314ee42ba34e2d9a02,2017-09-17 20:45:55
304,105755,afd359994f09b95554eb184279cd6d6b,2017-09-17 20:45:34
305,103023,79e29e6c35da1d4d9860a9071e35f9e6,2017-09-17 20:44:38
306,102875,22ce82da6ba937cc1d3306936ffe9f7a,2017-09-17 20:43:30
307,105638,7b75b7eb8191bbb183f433cf29e18c2c,2017-09-17 20:36:23
308,104474,745545b4116b5978b1abb21fc5513ccf,2017-09-17 20:36:18
309,105744,1dfe32ef68e2b0cc8d1c8887dc74e228,2017-09-17 20:35:57
310,102875,f468e686ce3b5de8536abbc1954e2c81,2017-09-17 20:34:14
311,102701,b28e2758cf25d27a4622d20ef8710b32,2017-09-17 20:32:27
312,105755,d108d74be7c752c32ce1f4d11a59708d,2017-09-17 20:31:16
313,102875,06c45d07ad1af73ce912df89ae77e879,2017-09-17 20:30:21
314,102701,7918cc566d840a8ee39571c081f89d3c,2017-09-17 20:28:00
315,105755,e4a35a2d5c2bcbc34b22336ad3de57d4,2017-09-17 20:26:26
316,104474,1f6f89c8b657c13ba5b0e310ef3e3e17,2017-09-17 20:26:24
317,105385,14f97663cdcb62a61874deda0b2526bd,2017-09-17 20:25:29
318,105755,95bf53643532fb7542c3634bd0435e59,2017-09-17 20:24:56
319,105755,6a8844e3872fc5819ca7bb778eebd0e9,2017-09-17 20:24:41
320,102875,df882478fb60d779c5f2f2ec5f628b62,2017-09-17 20:23:05
321,102701,cd73f06332dd36cdd95a616053451c9b,2017-09-17 20:19:45
322,105452,ca3ee67d0144d8ec7deb3d4ee1bc453f,2017-09-17 20:19:21
323,106090,ea7f971651898822b44f0ff3389bd159,2017-09-17 20:17:07
324,103708,e0939f18cc0a4ed38985baaa4661ce1b,2017-09-17 20:16:30
325,104474,84c1e2de8dee45c3e07ca2aff413b3de,2017-09-17 20:16:04
326,105755,86e25c39cb7f81ffe9f0fc42e58481f0,2017-09-17 20:14:53
327,102701,e8ca63fb0138b03d732ba62a82e1f9cf,2017-09-17 20:11:41
328,105439,b53347d7c6d468e9c1f1ddddd591203b,2017-09-17 20:10:56
329,105343,aac563d52f94b52b52d003369b036fd8,2017-09-17 20:07:57
330,104474,85a40f98b08bb04746c04d0bb717a379,2017-09-17 20:06:58
331,105774,f16a7b124bdf1b07f1bd45f50d1a25ad,2017-09-17 20:06:26
332,104560,ed13d818379b299d9bb8e8a26d675afe,2017-09-17 20:05:39
333,102701,5bda1e852f1d9ec5ba61a28fe4a944ba,2017-09-17 20:05:38
334,102701,1ed42087bf427c7eb63b0c5dc58db716,2017-09-17 20:04:08
335,102875,260c2269b855d9118b10cd9e0aeba3a1,2017-09-17 20:03:52
336,104474,c8c8aa1a83541e62da700bb25508e94d,2017-09-17 20:03:01
337,104474,5ebf82043cccb2fa9276fcfa189273a0,2017-09-17 20:02:41
338,102701,5539e972a853e670c95f699bf3725072,2017-09-17 20:02:23
339,103708,b7d30962cea8bd566b0d68d441b1d115,2017-09-17 19:57:12
340,104474,569e520b60c49c6efc08ac202d9479f5,2017-09-17 19:56:35
341,102701,1d1379bc13490c33db8837ec02a5e90d,2017-09-17 19:54:42
342,105755,751722b0ce4e955884ac1dd787834729,2017-09-17 19:53:12
343,104474,50966b1afd7528e1c2d301ae34965883,2017-09-17 19:46:11
344,104560,86bc03b601335f5442e1b8cbc85a90de,2017-09-17 19:44:58
345,102875,3af8b74d78f90f22b6739f8401365816,2017-09-17 19:43:08
346,102875,eb2d663687cd578319a98c39f03c22a4,2017-09-17 19:39:58
